Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,url
57,Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,COURSE,4.8,Mixed,280k,https://www.coursera.org/
114,Private Equity and Venture Capital,Università Bocconi,COURSE,4.8,Mixed,79k,https://www.coursera.org/
683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68k,https://www.coursera.org/
715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36k,https://www.coursera.org/
626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39k,https://www.coursera.org/
364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250k,https://www.coursera.org/
732,Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19k,https://www.coursera.org/
47,Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1.3m,https://www.coursera.org/
208,Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18k,https://www.coursera.org/
731,Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70k,https://www.coursera.org/
284,Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190k,https://www.coursera.org/
31,Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440k,https://www.coursera.org/
30,Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230k,https://www.coursera.org/
37,Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190k,https://www.coursera.org/
424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52k,https://www.coursera.org/
279,Python Basics,University of Michigan,COURSE,4.8,Beginner,110k,https://www.coursera.org/
869,Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21k,https://www.coursera.org/
111,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420k,https://www.coursera.org/
555,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26k,https://www.coursera.org/
374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41k,https://www.coursera.org/
152,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170k,https://www.coursera.org/
3,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1.5m,https://www.coursera.org/
823,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69k,https://www.coursera.org/
827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3k,https://www.coursera.org/
317,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480k,https://www.coursera.org/
771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7.7k,https://www.coursera.org/
553,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29k,https://www.coursera.org/
658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35k,https://www.coursera.org/
82,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23k,https://www.coursera.org/
532,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24k,https://www.coursera.org/
634,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5.2k,https://www.coursera.org/
868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7.2k,https://www.coursera.org/
876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16k,https://www.coursera.org/
622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15k,https://www.coursera.org/
289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170k,https://www.coursera.org/
414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36k,https://www.coursera.org/
386,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17k,https://www.coursera.org/
315,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120k,https://www.coursera.org/
632,Roman Architecture,Yale University,COURSE,4.9,Beginner,30k,https://www.coursera.org/
833,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3.2k,https://www.coursera.org/
180,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7k,https://www.coursera.org/
331,Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33k,https://www.coursera.org/
160,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370k,https://www.coursera.org/
393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2.6k,https://www.coursera.org/
332,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160k,https://www.coursera.org/
601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5.6k,https://www.coursera.org/
781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16k,https://www.coursera.org/
763,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6.8k,https://www.coursera.org/
860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12k,https://www.coursera.org/
368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9.1k,https://www.coursera.org/
121,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140k,https://www.coursera.org/
629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47k,https://www.coursera.org/
836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6.4k,https://www.coursera.org/
712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14k,https://www.coursera.org/
19,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k,https://www.coursera.org/
154,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39k,https://www.coursera.org/
285,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14k,https://www.coursera.org/
772,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110k,https://www.coursera.org/
695,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61k,https://www.coursera.org/
304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16k,https://www.coursera.org/
167,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18k,https://www.coursera.org/
792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15k,https://www.coursera.org/
814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20k,https://www.coursera.org/
660,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22k,https://www.coursera.org/
817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13k,https://www.coursera.org/
49,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130k,https://www.coursera.org/
440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78k,https://www.coursera.org/
574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4.2k,https://www.coursera.org/
83,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220k,https://www.coursera.org/
506,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42k,https://www.coursera.org/
186,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60k,https://www.coursera.org/
402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34k,https://www.coursera.org/
859,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60k,https://www.coursera.org/
64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110k,https://www.coursera.org/
515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17k,https://www.coursera.org/
600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68k,https://www.coursera.org/
363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8.8k,https://www.coursera.org/
754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12k,https://www.coursera.org/
504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71k,https://www.coursera.org/
334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430k,https://www.coursera.org/
200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12k,https://www.coursera.org/
580,Sports and Society,Duke University,COURSE,4.8,Mixed,16k,https://www.coursera.org/
68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370k,https://www.coursera.org/
680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17k,https://www.coursera.org/
170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16k,https://www.coursera.org/
127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34k,https://www.coursera.org/
84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220k,https://www.coursera.org/
657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28k,https://www.coursera.org/
648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60k,https://www.coursera.org/
822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9.5k,https://www.coursera.org/
93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100k,https://www.coursera.org/
801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58k,https://www.coursera.org/
202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68k,https://www.coursera.org/
592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9.2k,https://www.coursera.org/
798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30k,https://www.coursera.org/
749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11k,https://www.coursera.org/
189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220k,https://www.coursera.org/
455,Success,University of Pennsylvania,COURSE,4.8,Beginner,38k,https://www.coursera.org/
40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750k,https://www.coursera.org/
588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11k,https://www.coursera.org/
483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7.9k,https://www.coursera.org/
432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4.9k,https://www.coursera.org/
384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66k,https://www.coursera.org/
50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82k,https://www.coursera.org/
760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24k,https://www.coursera.org/
306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,https://www.coursera.org/
328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50k,https://www.coursera.org/
344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45k,https://www.coursera.org/
583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9.4k,https://www.coursera.org/
387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3.9k,https://www.coursera.org/
403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62k,https://www.coursera.org/
484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48k,https://www.coursera.org/
647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33k,https://www.coursera.org/
67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100k,https://www.coursera.org/
234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62k,https://www.coursera.org/
559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81k,https://www.coursera.org/
807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8.5k,https://www.coursera.org/
788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53k,https://www.coursera.org/
466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49k,https://www.coursera.org/
41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280k,https://www.coursera.org/
27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170k,https://www.coursera.org/
217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12k,https://www.coursera.org/
298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90k,https://www.coursera.org/
460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130k,https://www.coursera.org/
507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47k,https://www.coursera.org/
133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23k,https://www.coursera.org/
375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73k,https://www.coursera.org/
135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130k,https://www.coursera.org/
65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22k,https://www.coursera.org/
97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84k,https://www.coursera.org/
768,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23k,https://www.coursera.org/
759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11k,https://www.coursera.org/
81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120k,https://www.coursera.org/
243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420k,https://www.coursera.org/
864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7.2k,https://www.coursera.org/
274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84k,https://www.coursera.org/
587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29k,https://www.coursera.org/
282,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47k,https://www.coursera.org/
357,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130k,https://www.coursera.org/
671,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47k,https://www.coursera.org/
576,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9.4k,https://www.coursera.org/
272,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180k,https://www.coursera.org/
534,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120k,https://www.coursera.org/
826,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1.7k,https://www.coursera.org/
818,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50k,https://www.coursera.org/
690,The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12k,https://www.coursera.org/
696,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59k,https://www.coursera.org/
524,The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13k,https://www.coursera.org/
2,The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2.5m,https://www.coursera.org/
118,The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320k,https://www.coursera.org/
677,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19k,https://www.coursera.org/
138,The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100k,https://www.coursera.org/
361,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26k,https://www.coursera.org/
459,The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5.2k,https://www.coursera.org/
666,The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28k,https://www.coursera.org/
616,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33k,https://www.coursera.org/
716,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14k,https://www.coursera.org/
584,Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200k,https://www.coursera.org/
146,Tools for Data Science,IBM,COURSE,4.6,Beginner,120k,https://www.coursera.org/
220,Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68k,https://www.coursera.org/
529,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45k,https://www.coursera.org/
530,Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110k,https://www.coursera.org/
438,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5.4k,https://www.coursera.org/
245,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12k,https://www.coursera.org/
153,UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44k,https://www.coursera.org/
46,UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68k,https://www.coursera.org/
595,UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25k,https://www.coursera.org/
676,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29k,https://www.coursera.org/
353,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78k,https://www.coursera.org/
500,Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89k,https://www.coursera.org/
173,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24k,https://www.coursera.org/
886,Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,11k,https://www.coursera.org/
746,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,49k,https://www.coursera.org/
261,Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120k,https://www.coursera.org/
465,Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,30k,https://www.coursera.org/
249,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130k,https://www.coursera.org/
865,Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,6.1k,https://www.coursera.org/
618,Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,12k,https://www.coursera.org/
882,University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9.5k,https://www.coursera.org/
638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3.9k,https://www.coursera.org/
117,User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23k,https://www.coursera.org/
614,User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43k,https://www.coursera.org/
350,Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220k,https://www.coursera.org/
199,Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310k,https://www.coursera.org/
603,Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19k,https://www.coursera.org/
262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63k,https://www.coursera.org/
589,Version Control with Git,Atlassian,COURSE,4.8,Mixed,40k,https://www.coursera.org/
71,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150k,https://www.coursera.org/
407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37k,https://www.coursera.org/
297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23k,https://www.coursera.org/
185,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190k,https://www.coursera.org/
182,Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120k,https://www.coursera.org/
42,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280k,https://www.coursera.org/
354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34k,https://www.coursera.org/
144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k,https://www.coursera.org/
829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k,https://www.coursera.org/
543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k,https://www.coursera.org/
88,What is Data Science?,IBM,COURSE,4.7,Beginner,260k,https://www.coursera.org/
379,What is Social?,Northwestern University,COURSE,4.6,Mixed,94k,https://www.coursera.org/
232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32k,https://www.coursera.org/
787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17k,https://www.coursera.org/
619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12k,https://www.coursera.org/
213,Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270k,https://www.coursera.org/
684,Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18k,https://www.coursera.org/
69,Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140k,https://www.coursera.org/
359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17k,https://www.coursera.org/
779,iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76k,https://www.coursera.org/
858,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25k,https://www.coursera.org/
191,Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190k,https://www.coursera.org/
607,Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69k,https://www.coursera.org/
492,Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14k,https://www.coursera.org/
156,Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68k,https://www.coursera.org/
722,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16k,https://www.coursera.org/
811,Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67k,https://www.coursera.org/
132,Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77k,https://www.coursera.org/
405,Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19k,https://www.coursera.org/
703,Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83k,https://www.coursera.org/
841,Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41k,https://www.coursera.org/
889,Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45k,https://www.coursera.org/
236,Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52k,https://www.coursera.org/
883,Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21k,https://www.coursera.org/
545,Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30k,https://www.coursera.org/
875,Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9.8k,https://www.coursera.org/
163,Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38k,https://www.coursera.org/
