Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,url
12,IBM Applied AI,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,220k,https://www.coursera.org/
408,IBM Customer Engagement Specialist Professional Certificate,IBM,COURSE,4.8,Beginner,3.3k,https://www.coursera.org/
0,IBM Data Science,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,480k,https://www.coursera.org/
98,IT Fundamentals for Cybersecurity,IBM,SPECIALIZATION,4.5,Beginner,35k,https://www.coursera.org/
476,IT Security: Defense against the digital dark arts,Google,COURSE,4.8,Beginner,62k,https://www.coursera.org/
856,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",(ISC)²,COURSE,4.9,Beginner,1.7k,https://www.coursera.org/
562,Implementación del Marketing Mix,IE Business School,SPECIALIZATION,4.7,Beginner,23k,https://www.coursera.org/
640,Implementing RPA with Cognitive Automation and Analytics,Automation Anywhere,SPECIALIZATION,4.6,Beginner,2.2k,https://www.coursera.org/
36,Improve Your English Communication Skills,Georgia Institute of Technology,SPECIALIZATION,4.7,Beginner,610k,https://www.coursera.org/
123,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",deeplearning.ai,COURSE,4.9,Beginner,270k,https://www.coursera.org/
748,Improving Leadership & Governance in Nonprofit Organizations,Luther College at the University of Regina,SPECIALIZATION,4.4,Beginner,18k,https://www.coursera.org/
318,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,COURSE,4.9,Beginner,79k,https://www.coursera.org/
110,Indigenous Canada,University of Alberta,COURSE,4.8,Mixed,51k,https://www.coursera.org/
572,Industrial IoT on Google Cloud Platform,Google Cloud,COURSE,4.5,Beginner,34k,https://www.coursera.org/
401,Infectious Disease Modelling,Imperial College London,SPECIALIZATION,5.0,Intermediate,1.6k,https://www.coursera.org/
805,Influencer Marketing Strategy,Rutgers the State University of New Jersey,COURSE,4.4,Intermediate,12k,https://www.coursera.org/
224,"Influencing: Storytelling, Change Management and Governance",Macquarie University,SPECIALIZATION,4.8,Beginner,22k,https://www.coursera.org/
549,Information Security: Context and Introduction,"Royal Holloway, University of London",COURSE,4.6,Beginner,32k,https://www.coursera.org/
537,Information Visualization,New York University,SPECIALIZATION,4.6,Beginner,10k,https://www.coursera.org/
485,Information​ ​Systems,University of Minnesota,SPECIALIZATION,4.7,Beginner,16k,https://www.coursera.org/
169,Initiating and Planning Projects,"University of California, Irvine",COURSE,4.7,Mixed,180k,https://www.coursera.org/
365,Innovation Management,Erasmus University Rotterdam,COURSE,4.6,Beginner,40k,https://www.coursera.org/
747,"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,COURSE,4.8,Beginner,10k,https://www.coursera.org/
673,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Beginner,25k,https://www.coursera.org/
219,Inspirational Leadership: Leading with Sense,HEC Paris,SPECIALIZATION,4.5,Beginner,72k,https://www.coursera.org/
184,Inspired Leadership,Case Western Reserve University,SPECIALIZATION,4.7,Intermediate,97k,https://www.coursera.org/
443,Inspiring and Motivating Individuals,University of Michigan,COURSE,4.8,Mixed,85k,https://www.coursera.org/
345,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,COURSE,4.2,Mixed,12k,https://www.coursera.org/
837,Instructional Methods in Health Professions Education,University of Michigan,COURSE,4.6,Intermediate,9.7k,https://www.coursera.org/
171,Integrative Health and Medicine,University of Minnesota,SPECIALIZATION,4.8,Beginner,14k,https://www.coursera.org/
120,Intellectual Property Law,University of Pennsylvania,SPECIALIZATION,4.8,Intermediate,8.7k,https://www.coursera.org/
128,Interaction Design,University of California San Diego,SPECIALIZATION,4.5,Intermediate,150k,https://www.coursera.org/
762,Intercultural Management,ESCP Business School,COURSE,4.6,Beginner,6.5k,https://www.coursera.org/
451,International Business Essentials,University of London,SPECIALIZATION,4.5,Intermediate,22k,https://www.coursera.org/
701,International Cyber Conflicts,The State University of New York,COURSE,4.4,Mixed,25k,https://www.coursera.org/
404,International Humanitarian Law in Theory and Practice,Kalshoven-Gieskes Forum,COURSE,4.8,Beginner,22k,https://www.coursera.org/
579,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,COURSE,4.8,Mixed,36k,https://www.coursera.org/
280,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,COURSE,4.8,Mixed,19k,https://www.coursera.org/
228,International Leadership and Organizational Behavior,Università Bocconi,COURSE,4.8,Mixed,41k,https://www.coursera.org/
615,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.6,Beginner,26k,https://www.coursera.org/
346,International Organizations Management,University of Geneva,COURSE,4.8,Beginner,20k,https://www.coursera.org/
447,International Security Management,Erasmus University Rotterdam,COURSE,4.5,Beginner,2.2k,https://www.coursera.org/
193,International Women's Health and Human Rights,Stanford University,COURSE,4.9,Beginner,35k,https://www.coursera.org/
593,International migrations: a global issue,Sciences Po,COURSE,4.6,Beginner,11k,https://www.coursera.org/
667,Internet Connection: How to Get Online?,Cisco,COURSE,4.7,Beginner,36k,https://www.coursera.org/
834,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.8,Mixed,38k,https://www.coursera.org/
582,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,66k,https://www.coursera.org/
495,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,140k,https://www.coursera.org/
327,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.4,Beginner,100k,https://www.coursera.org/
844,Introduction aux Droits de l’Homme,University of Geneva,COURSE,4.8,Mixed,46k,https://www.coursera.org/
830,Introduction to Ableton Live,Berklee College of Music,COURSE,4.8,Mixed,60k,https://www.coursera.org/
427,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.7,Beginner,44k,https://www.coursera.org/
862,Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,160k,https://www.coursera.org/
608,Introduction to Blockchain Technologies,INSEAD,COURSE,4.7,Beginner,16k,https://www.coursera.org/
620,Introduction to Breast Cancer,Yale University,COURSE,4.9,Mixed,27k,https://www.coursera.org/
713,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,14k,https://www.coursera.org/
664,Introduction to CSS3,University of Michigan,COURSE,4.8,Mixed,84k,https://www.coursera.org/
412,Introduction to Calculus,The University of Sydney,COURSE,4.8,Intermediate,53k,https://www.coursera.org/
879,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.8,Beginner,46k,https://www.coursera.org/
421,Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,150k,https://www.coursera.org/
594,Introduction to Cloud Computing,IBM,COURSE,4.6,Beginner,2.6k,https://www.coursera.org/
780,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.3,Beginner,20k,https://www.coursera.org/
254,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,32k,https://www.coursera.org/
336,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,130k,https://www.coursera.org/
723,Introduction to Cyber Attacks,New York University,COURSE,4.7,Beginner,27k,https://www.coursera.org/
183,Introduction to Cyber Security,New York University,SPECIALIZATION,4.7,Beginner,32k,https://www.coursera.org/
469,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,COURSE,4.5,Beginner,30k,https://www.coursera.org/
548,Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,99k,https://www.coursera.org/
1,Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,310k,https://www.coursera.org/
187,Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,390k,https://www.coursera.org/
253,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.8,Beginner,25k,https://www.coursera.org/
196,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,75k,https://www.coursera.org/
745,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,110k,https://www.coursera.org/
649,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.5,Intermediate,41k,https://www.coursera.org/
628,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,150k,https://www.coursera.org/
511,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,COURSE,4.8,Mixed,34k,https://www.coursera.org/
204,Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,200k,https://www.coursera.org/
377,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.9,Mixed,47k,https://www.coursera.org/
850,Introduction to Game Development,Michigan State University,COURSE,4.8,Mixed,79k,https://www.coursera.org/
499,Introduction to Genetics and Evolution,Duke University,COURSE,4.8,Mixed,74k,https://www.coursera.org/
878,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.6,Mixed,42k,https://www.coursera.org/
307,Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,220k,https://www.coursera.org/
774,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.5,Beginner,54k,https://www.coursera.org/
689,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.8,Beginner,6k,https://www.coursera.org/
417,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.8,Mixed,82k,https://www.coursera.org/
136,Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,220k,https://www.coursera.org/
340,Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,270k,https://www.coursera.org/
533,Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,87k,https://www.coursera.org/
542,Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,140k,https://www.coursera.org/
235,Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,370k,https://www.coursera.org/
617,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.8,Mixed,11k,https://www.coursera.org/
473,Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,160k,https://www.coursera.org/
190,Introduction to Programming in C,Duke University,SPECIALIZATION,4.7,Beginner,82k,https://www.coursera.org/
308,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,270k,https://www.coursera.org/
29,Introduction to Psychology,Yale University,COURSE,4.9,Beginner,270k,https://www.coursera.org/
293,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.7,Beginner,49k,https://www.coursera.org/
729,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.8,Advanced,39k,https://www.coursera.org/
339,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.2,Mixed,76k,https://www.coursera.org/
766,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.7,Beginner,12k,https://www.coursera.org/
312,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,69k,https://www.coursera.org/
250,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.8,Mixed,67k,https://www.coursera.org/
758,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.7,Mixed,33k,https://www.coursera.org/
230,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,150k,https://www.coursera.org/
735,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.8,Beginner,4.1k,https://www.coursera.org/
659,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.0,Intermediate,13k,https://www.coursera.org/
557,Introduction to Typography,California Institute of the Arts,COURSE,4.8,Beginner,72k,https://www.coursera.org/
428,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,87k,https://www.coursera.org/
744,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.8,Beginner,16k,https://www.coursera.org/
625,Introduction to Web Development,"University of California, Davis",COURSE,4.7,Beginner,76k,https://www.coursera.org/
194,Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,110k,https://www.coursera.org/
270,Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,270k,https://www.coursera.org/
741,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,SPECIALIZATION,4.9,Beginner,4.5k,https://www.coursera.org/
866,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.9,Beginner,120k,https://www.coursera.org/
80,Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,99k,https://www.coursera.org/
147,Investment Management with Python and Machine Learning,EDHEC Business School,SPECIALIZATION,4.6,Beginner,14k,https://www.coursera.org/
195,Investment and Portfolio Management,Rice University,SPECIALIZATION,4.5,Beginner,49k,https://www.coursera.org/
639,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.6,Beginner,4.4k,https://www.coursera.org/
45,Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,380k,https://www.coursera.org/
518,Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,160k,https://www.coursera.org/
586,Julia Scientific Programming,University of Cape Town,COURSE,4.5,Beginner,22k,https://www.coursera.org/
546,Kotlin for Java Developers,JetBrains,COURSE,4.7,Intermediate,37k,https://www.coursera.org/
516,L'excellence opérationnelle en pratique,ESSEC Business School,COURSE,4.7,Beginner,8k,https://www.coursera.org/
750,"L'impact investing, la finance qui change le monde",ESSEC Business School,SPECIALIZATION,4.6,Beginner,6.3k,https://www.coursera.org/
654,Leadership Development for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,17k,https://www.coursera.org/
577,Leadership in 21st Century Organizations,Copenhagen Business School,COURSE,4.7,Mixed,34k,https://www.coursera.org/
656,Leading Healthcare Quality and Safety,The George Washington University,COURSE,4.8,Beginner,16k,https://www.coursera.org/
61,Leading People and Teams,University of Michigan,SPECIALIZATION,4.7,Beginner,220k,https://www.coursera.org/
755,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,COURSE,4.7,Intermediate,5.9k,https://www.coursera.org/
433,Leading: Human Resource Management and Leadership,Macquarie University,SPECIALIZATION,4.8,Intermediate,16k,https://www.coursera.org/
155,Learn Chinese: HSK Test Preparation,Peking University,SPECIALIZATION,4.8,Beginner,43k,https://www.coursera.org/
786,Learn English,Tsinghua University,SPECIALIZATION,4.3,Beginner,22k,https://www.coursera.org/
394,Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",SPECIALIZATION,4.5,Intermediate,78k,https://www.coursera.org/
271,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",SPECIALIZATION,4.8,Advanced,52k,https://www.coursera.org/
172,Learn English: Intermediate Grammar,"University of California, Irvine",SPECIALIZATION,4.7,Intermediate,120k,https://www.coursera.org/
360,Learn Mandarin Chinese,Shanghai Jiao Tong University,SPECIALIZATION,4.8,Beginner,39k,https://www.coursera.org/
74,Learn SQL Basics for Data Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,160k,https://www.coursera.org/
112,Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",SPECIALIZATION,4.6,Beginner,80k,https://www.coursera.org/
260,Learn to Program: The Fundamentals,University of Toronto,COURSE,4.8,Beginner,180k,https://www.coursera.org/
311,Learn to Speak Korean 1,Yonsei University,COURSE,4.9,Beginner,120k,https://www.coursera.org/
90,Learning to Teach Online,UNSW Sydney (The University of New South Wales),COURSE,4.7,Beginner,68k,https://www.coursera.org/
839,Legal Tech & Startups,IE Business School,COURSE,4.5,Intermediate,7.2k,https://www.coursera.org/
541,Les Fondamentaux de la Négociation,ESSEC Business School,COURSE,4.7,Beginner,10k,https://www.coursera.org/
699,Liderazgo efectivo para el siglo XXI,Universidad de los Andes,SPECIALIZATION,4.8,Intermediate,23k,https://www.coursera.org/
843,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,https://www.coursera.org/
769,Love as a Force for Social Justice,Stanford University,COURSE,4.7,Beginner,14k,https://www.coursera.org/
181,Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,290k,https://www.coursera.org/
6,Machine Learning,Stanford University,COURSE,4.9,Mixed,3.2m,https://www.coursera.org/
831,Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,240k,https://www.coursera.org/
352,Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.7,Intermediate,29k,https://www.coursera.org/
585,Machine Learning for All,University of London,COURSE,4.6,Beginner,19k,https://www.coursera.org/
264,Machine Learning for Business Professionals,Google Cloud,COURSE,4.6,Intermediate,58k,https://www.coursera.org/
178,Machine Learning for Trading,Google Cloud,SPECIALIZATION,3.9,Intermediate,15k,https://www.coursera.org/
321,Machine Learning with Python,IBM,COURSE,4.7,Intermediate,120k,https://www.coursera.org/
125,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Intermediate,72k,https://www.coursera.org/
791,Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.6,Beginner,78k,https://www.coursera.org/
435,Making Architecture,IE School of Architecture & Design,COURSE,4.7,Beginner,43k,https://www.coursera.org/
73,Management of Fashion and Luxury Companies,Università Bocconi,COURSE,4.7,Mixed,120k,https://www.coursera.org/
467,Managerial Accounting Fundamentals,University of Virginia,COURSE,4.9,Beginner,11k,https://www.coursera.org/
409,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,55k,https://www.coursera.org/
91,Managing Innovation and Design Thinking,HEC Paris,SPECIALIZATION,4.7,Beginner,23k,https://www.coursera.org/
556,Managing Project Risks and Changes,"University of California, Irvine",COURSE,4.7,Mixed,71k,https://www.coursera.org/
558,Managing Social and Human Capital,University of Pennsylvania,COURSE,4.5,Beginner,27k,https://www.coursera.org/
796,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.6,Beginner,47k,https://www.coursera.org/
380,Market Research,"University of California, Davis",SPECIALIZATION,4.5,Beginner,22k,https://www.coursera.org/
241,Marketing Digital,Universidade de São Paulo,COURSE,4.8,Beginner,81k,https://www.coursera.org/
325,Marketing Digital,Universidad Austral,SPECIALIZATION,4.7,Beginner,39k,https://www.coursera.org/
449,Marketing Gerencial,Universidad de Chile,COURSE,4.7,Intermediate,49k,https://www.coursera.org/
140,Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,93k,https://www.coursera.org/
211,Marketing Strategy,IE Business School,SPECIALIZATION,4.4,Beginner,57k,https://www.coursera.org/
669,Marketing Verde,Universidad de los Andes,COURSE,4.8,Mixed,58k,https://www.coursera.org/
367,Marketing con Redes Sociales,Tecnológico de Monterrey,SPECIALIZATION,4.4,Intermediate,60k,https://www.coursera.org/
310,Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.7,Beginner,310k,https://www.coursera.org/
550,Mastering Data Analysis in Excel,Duke University,COURSE,4.2,Mixed,280k,https://www.coursera.org/
575,Mastering Final Cut Pro,LearnQuest,COURSE,4.6,Beginner,8.4k,https://www.coursera.org/
563,Mastering Software Development in R,Johns Hopkins University,SPECIALIZATION,4.3,Beginner,52k,https://www.coursera.org/
840,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",COURSE,4.7,Mixed,48k,https://www.coursera.org/
480,Mathematics for Data Science,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,12k,https://www.coursera.org/
55,Mathematics for Machine Learning,Imperial College London,SPECIALIZATION,4.6,Beginner,150k,https://www.coursera.org/
223,Mathematics for Machine Learning: Linear Algebra,Imperial College London,COURSE,4.7,Beginner,140k,https://www.coursera.org/
528,Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,COURSE,4.7,Beginner,51k,https://www.coursera.org/
873,Mathematics for Machine Learning: PCA,Imperial College London,COURSE,4.0,Intermediate,33k,https://www.coursera.org/
335,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,4.8k,https://www.coursera.org/
214,Medical Neuroscience,Duke University,COURSE,4.9,Advanced,170k,https://www.coursera.org/
258,Memoir and Personal Essay: Write About Yourself,Wesleyan University,SPECIALIZATION,4.3,Beginner,13k,https://www.coursera.org/
87,Methods and Statistics in Social Sciences,University of Amsterdam,SPECIALIZATION,4.6,Beginner,260k,https://www.coursera.org/
489,Microeconomics Principles,University of Illinois at Urbana-Champaign,COURSE,4.9,Beginner,73k,https://www.coursera.org/
464,Microeconomics: The Power of Markets,University of Pennsylvania,COURSE,4.7,Mixed,34k,https://www.coursera.org/
470,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,COURSE,4.8,Beginner,230k,https://www.coursera.org/
517,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,COURSE,4.7,Beginner,120k,https://www.coursera.org/
505,Model Thinking,University of Michigan,COURSE,4.8,Mixed,130k,https://www.coursera.org/
706,Modeling Risk and Realities,University of Pennsylvania,COURSE,4.6,Mixed,36k,https://www.coursera.org/
101,Modern Art & Ideas,The Museum of Modern Art,COURSE,4.7,Beginner,310k,https://www.coursera.org/
296,Modern Big Data Analysis with SQL,Cloudera,SPECIALIZATION,4.8,Beginner,14k,https://www.coursera.org/
333,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,SPECIALIZATION,4.7,Intermediate,21k,https://www.coursera.org/
523,Modernizing Data Lakes and Data Warehouses with GCP,Google Cloud,COURSE,4.7,Intermediate,9.1k,https://www.coursera.org/
176,Moral Foundations of Politics,Yale University,COURSE,4.8,Mixed,100k,https://www.coursera.org/
481,More Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.9,Mixed,40k,https://www.coursera.org/
652,Mountains 101,University of Alberta,COURSE,4.9,Mixed,44k,https://www.coursera.org/
597,Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,59k,https://www.coursera.org/
188,Music Business,Berklee College of Music,SPECIALIZATION,4.8,Beginner,42k,https://www.coursera.org/
784,Music Business Foundations,Berklee College of Music,COURSE,4.9,Mixed,34k,https://www.coursera.org/
94,Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,70k,https://www.coursera.org/
685,Nanotechnology: A Maker’s Course,Duke University,COURSE,4.8,Mixed,21k,https://www.coursera.org/
431,Natural Language Processing in TensorFlow,deeplearning.ai,COURSE,4.6,Intermediate,40k,https://www.coursera.org/
341,Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,COURSE,4.8,Mixed,95k,https://www.coursera.org/
226,"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,SPECIALIZATION,4.7,Beginner,22k,https://www.coursera.org/
842,Networking and Security Architecture with VMware NSX,VMware,COURSE,4.8,Intermediate,17k,https://www.coursera.org/
20,Networking in Google Cloud,Google Cloud,SPECIALIZATION,4.7,Intermediate,290k,https://www.coursera.org/
62,Neural Networks and Deep Learning,deeplearning.ai,COURSE,4.9,Intermediate,630k,https://www.coursera.org/
471,Neurolinguistics,Saint Petersburg State University,COURSE,4.7,Mixed,41k,https://www.coursera.org/
795,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",COURSE,4.7,Beginner,12k,https://www.coursera.org/
343,Newborn Baby Care,University of Colorado System,SPECIALIZATION,4.8,Beginner,5.3k,https://www.coursera.org/
252,Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,COURSE,4.8,Beginner,100k,https://www.coursera.org/
535,Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),COURSE,4.8,Intermediate,35k,https://www.coursera.org/
255,Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,SPECIALIZATION,4.7,Intermediate,250k,https://www.coursera.org/
86,Object Oriented Programming in Java,Duke University,SPECIALIZATION,4.6,Beginner,330k,https://www.coursera.org/
510,Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,21k,https://www.coursera.org/
887,Object-Oriented Design,University of Alberta,COURSE,4.7,Intermediate,33k,https://www.coursera.org/
323,Oil & Gas Industry Operations and Markets,Duke University,COURSE,4.8,Mixed,57k,https://www.coursera.org/
416,"Open Source Software Development, Linux and Git",The Linux Foundation,SPECIALIZATION,4.4,Beginner,13k,https://www.coursera.org/
316,Operating Systems and You: Becoming a Power User,Google,COURSE,4.6,Beginner,76k,https://www.coursera.org/
398,Operations Analytics,University of Pennsylvania,COURSE,4.7,Mixed,80k,https://www.coursera.org/
472,Optical Engineering,University of Colorado Boulder,SPECIALIZATION,4.2,Advanced,6.2k,https://www.coursera.org/
116,Organizational Leadership,Northwestern University,SPECIALIZATION,4.7,Intermediate,92k,https://www.coursera.org/
867,Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,COURSE,4.7,Beginner,22k,https://www.coursera.org/
765,Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,SPECIALIZATION,4.8,Beginner,3.2k,https://www.coursera.org/
526,Palo Alto Networks Cybersecurity,Palo Alto Networks,SPECIALIZATION,4.6,Beginner,9.1k,https://www.coursera.org/
445,"Parallel, Concurrent, and Distributed Programming in Java",Rice University,SPECIALIZATION,4.5,Intermediate,30k,https://www.coursera.org/
872,Particle Physics: an Introduction,University of Geneva,COURSE,4.5,Mixed,42k,https://www.coursera.org/
309,Patient Safety,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,8.8k,https://www.coursera.org/
810,Patrocinio Deportivo,Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,12k,https://www.coursera.org/
362,People Analytics,University of Pennsylvania,COURSE,4.5,Mixed,84k,https://www.coursera.org/
665,Perfect Tenses and Modals,"University of California, Irvine",COURSE,4.7,Intermediate,79k,https://www.coursera.org/
668,Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,COURSE,4.9,Beginner,8.9k,https://www.coursera.org/
105,Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,SPECIALIZATION,4.7,Beginner,160k,https://www.coursera.org/
503,Plant Bioinformatic Methods,University of Toronto,SPECIALIZATION,4.7,Beginner,83k,https://www.coursera.org/
477,Politics and Economics of International Energy,Sciences Po,COURSE,4.7,Beginner,34k,https://www.coursera.org/
216,Positive Psychiatry and Mental Health,The University of Sydney,COURSE,4.8,Mixed,72k,https://www.coursera.org/
291,Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,180k,https://www.coursera.org/
606,Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.8,Beginner,23k,https://www.coursera.org/
240,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,COURSE,4.8,Beginner,50k,https://www.coursera.org/
646,Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.6,Beginner,40k,https://www.coursera.org/
348,Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,67k,https://www.coursera.org/
320,Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.7,Beginner,10k,https://www.coursera.org/
692,Practical Time Series Analysis,The State University of New York,COURSE,4.6,Intermediate,39k,https://www.coursera.org/
808,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.7,Beginner,22k,https://www.coursera.org/
389,Preparing to Manage Human Resources,University of Minnesota,COURSE,4.8,Mixed,68k,https://www.coursera.org/
299,"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.6,Beginner,47k,https://www.coursera.org/
215,Pricing Strategy Optimization,BCG,SPECIALIZATION,4.8,Beginner,20k,https://www.coursera.org/
